list_url
https://www.google.com/search?&q=bitcoin price in US
https://finance.yahoo.com/quote/BTC-USD?p=BTC-USD
https://coinmarketcap.com/currencies/bitcoin/
https://trends.google.com/trends/explore?date=today%201-m&geo=US&q=bitcoin
